8,1,310.78,872.21,45.75,47.77,1,-1,-1,-1
9,1,313.14,871.21,45.26,47.22,1,-1,-1,-1
10,1,314.56,869.43,45.84,47.77,1,-1,-1,-1
11,1,317.08,867.44,46.06,47.96,1,-1,-1,-1
12,1,320.97,868.18,45.56,47.32,1,-1,-1,-1
13,1,324.69,867.81,45.38,47.09,1,-1,-1,-1
14,1,327.97,867.72,46.01,47.69,1,-1,-1,-1
15,1,329.36,867.71,46.35,47.91,1,-1,-1,-1
16,1,331.06,867.73,46.55,47.99,1,-1,-1,-1
17,1,333.28,868.43,47.26,48.69,1,-1,-1,-1
18,1,334.96,868.04,46.98,48.28,1,-1,-1,-1
19,1,336.79,867.91,46.94,48.12,1,-1,-1,-1
20,1,339.73,867.21,47.54,48.72,1,-1,-1,-1
21,1,341.41,866.95,47.78,48.94,1,-1,-1,-1
22,1,342.98,866.87,47.78,49.02,1,-1,-1,-1
23,1,345.12,866.19,47.83,49.05,1,-1,-1,-1
24,1,346.78,866.61,47.94,49.05,1,-1,-1,-1
25,1,347.30,866.78,48.04,49.05,1,-1,-1,-1
26,1,348.05,866.85,48.13,49.05,1,-1,-1,-1
27,1,348.89,866.89,48.21,49.04,1,-1,-1,-1
28,1,349.78,866.91,48.28,49.04,1,-1,-1,-1
29,1,350.03,866.92,48.35,49.03,1,-1,-1,-1
30,1,350.04,866.93,48.41,49.03,1,-1,-1,-1
31,1,350.36,866.94,49.03,49.69,1,-1,-1,-1
32,1,350.06,867.60,48.68,49.27,1,-1,-1,-1
33,1,349.22,868.52,48.58,49.11,1,-1,-1,-1
34,1,348.85,869.53,48.56,49.05,1,-1,-1,-1
35,1,348.67,871.23,48.59,49.02,1,-1,-1,-1
36,1,348.84,872.52,48.06,48.35,1,-1,-1,-1
37,1,347.89,874.32,48.49,48.76,1,-1,-1,-1
38,1,347.52,877.62,48.02,48.26,1,-1,-1,-1
39,1,347.35,880.83,47.85,48.07,1,-1,-1,-1
40,1,347.27,883.99,47.80,48.00,1,-1,-1,-1
41,1,347.22,886.45,47.79,47.97,1,-1,-1,-1
42,1,347.19,888.65,47.81,47.97,1,-1,-1,-1
43,1,347.17,890.74,47.82,47.97,1,-1,-1,-1
44,1,346.49,892.13,47.84,47.97,1,-1,-1,-1
45,1,346.22,893.92,47.85,47.97,1,-1,-1,-1
46,1,345.08,895.19,47.30,47.31,1,-1,-1,-1
47,1,343.67,896.26,47.06,47.07,1,-1,-1,-1
48,1,343.14,897.27,46.97,46.98,1,-1,-1,-1
49,1,342.96,898.91,46.94,46.95,1,-1,-1,-1
50,1,342.52,901.46,46.37,46.28,1,-1,-1,-1
51,1,342.05,903.03,46.12,46.04,1,-1,-1,-1
52,1,341.89,904.88,46.02,45.95,1,-1,-1,-1
53,1,340.90,906.84,46.56,46.59,1,-1,-1,-1
54,1,339.24,909.49,46.71,46.83,1,-1,-1,-1
55,1,338.94,911.09,46.82,46.93,1,-1,-1,-1
56,1,337.52,912.29,46.87,46.97,1,-1,-1,-1
57,1,335.02,914.66,46.23,46.32,1,-1,-1,-1
58,1,334.10,917.47,46.66,46.74,1,-1,-1,-1
59,1,332.46,920.44,46.83,46.90,1,-1,-1,-1
60,1,331.49,922.81,46.99,46.96,1,-1,-1,-1
61,1,329.91,924.29,47.58,47.65,1,-1,-1,-1
62,1,328.43,927.41,48.31,48.56,1,-1,-1,-1
63,1,326.27,931.14,47.93,48.25,1,-1,-1,-1
64,1,325.78,934.46,47.18,47.46,1,-1,-1,-1
65,1,322.98,936.95,46.90,47.16,1,-1,-1,-1
66,1,321.97,939.78,46.16,46.39,1,-1,-1,-1
67,1,322.30,943.41,45.89,46.10,1,-1,-1,-1
68,1,321.14,947.33,45.14,45.33,1,-1,-1,-1
69,1,318.83,951.36,45.35,45.71,1,-1,-1,-1
70,1,318.06,954.74,46.00,46.52,1,-1,-1,-1
71,1,317.85,959.87,45.52,46.17,1,-1,-1,-1
72,1,318.81,965.01,44.70,45.38,1,-1,-1,-1
73,1,319.89,969.47,44.37,45.08,1,-1,-1,-1
74,1,322.22,973.00,43.78,44.31,1,-1,-1,-1
75,1,323.46,978.18,43.55,44.03,1,-1,-1,-1
76,1,324.87,982.63,42.94,43.26,1,-1,-1,-1
77,1,326.03,986.14,42.79,42.99,1,-1,-1,-1
78,1,326.14,988.63,43.38,43.57,1,-1,-1,-1
79,1,327.49,991.42,43.62,43.79,1,-1,-1,-1
80,1,330.26,993.66,43.82,43.88,1,-1,-1,-1
81,1,331.63,995.69,44.53,44.58,1,-1,-1,-1
82,1,333.44,998.31,44.80,44.85,1,-1,-1,-1
83,1,337.02,999.19,45.00,44.95,1,-1,-1,-1
84,1,340.95,1000.06,44.47,44.33,1,-1,-1,-1
85,1,343.79,1000.92,44.79,44.76,1,-1,-1,-1
86,1,347.09,1001.82,44.95,44.92,1,-1,-1,-1
87,1,350.26,1002.07,45.01,44.98,1,-1,-1,-1
88,1,354.69,1002.08,45.03,45.00,1,-1,-1,-1
89,1,357.71,1002.00,45.50,45.67,1,-1,-1,-1
90,1,361.07,1002.57,45.67,45.92,1,-1,-1,-1
91,1,364.54,1003.38,45.13,45.35,1,-1,-1,-1
